,ministry,slotId,startDtTm,endDtTm,blockDate
903,TNNAS,3961913-158253531,2023-02-20 07:30:00+00:00,2023-02-20 12:00:00+00:00,2023-02-20
904,TNNAS,4022123-186820291,2023-02-20 08:00:00+00:00,2023-02-20 12:30:00+00:00,2023-02-20
905,TNNAS,4249612-260197092,2023-04-12 13:00:00+00:00,2023-04-12 15:30:00+00:00,2023-04-12
906,TNNAS,4249612-260197093,2023-04-12 08:00:00+00:00,2023-04-12 13:00:00+00:00,2023-04-12
907,TNNAS,4249612-260197093,2023-03-22 08:00:00+00:00,2023-03-22 13:00:00+00:00,2023-03-22
908,TNNAS,4249612-260197092,2023-03-22 13:00:00+00:00,2023-03-22 15:30:00+00:00,2023-03-22
909,TNNAS,4249612-260197092,2023-03-08 13:00:00+00:00,2023-03-08 15:30:00+00:00,2023-03-08
910,TNNAS,4249612-260197093,2023-03-08 08:00:00+00:00,2023-03-08 13:00:00+00:00,2023-03-08
911,TNNAS,3965818-160018442,2023-03-15 08:00:00+00:00,2023-03-15 15:30:00+00:00,2023-03-15
912,TNNAS,3909269-136254202,2023-02-21 07:30:00+00:00,2023-02-21 15:00:00+00:00,2023-02-21
913,TNNAS,4109476-212800448,2023-02-22 08:30:00+00:00,2023-02-22 11:30:00+00:00,2023-02-22
914,TNNAS,3963927-159258443,2023-03-15 09:00:00+00:00,2023-03-15 16:00:00+00:00,2023-03-15
915,TNNAS,4046190-194324320,2023-02-22 08:30:00+00:00,2023-02-22 12:30:00+00:00,2023-02-22
916,TNNAS,4036150-191810552,2023-03-10 07:30:00+00:00,2023-03-10 15:30:00+00:00,2023-03-10
917,TNNAS,4036157-191811642,2023-03-10 07:30:00+00:00,2023-03-10 15:30:00+00:00,2023-03-10
918,TNNAS,4231605-253011279,2023-03-17 08:00:00+00:00,2023-03-17 12:00:00+00:00,2023-03-17
919,TNNAS,3963927-159258443,2023-02-15 09:00:00+00:00,2023-02-15 16:00:00+00:00,2023-02-15
920,TNNAS,4231595-253010479,2023-03-15 08:00:00+00:00,2023-03-15 17:00:00+00:00,2023-03-15
921,TNNAS,4249573-260149243,2023-02-07 07:30:00+00:00,2023-02-07 12:00:00+00:00,2023-02-07
922,TNNAS,3965818-160018442,2023-02-15 08:00:00+00:00,2023-02-15 15:30:00+00:00,2023-02-15
923,TNNAS,4231595-253010479,2023-02-15 08:00:00+00:00,2023-02-15 17:00:00+00:00,2023-02-15
924,TNNAS,3967896-162800563,2023-02-16 08:30:00+00:00,2023-02-16 17:00:00+00:00,2023-02-16
925,TNNAS,3967891-162799619,2023-02-16 09:30:00+00:00,2023-02-16 17:00:00+00:00,2023-02-16
926,TNNAS,4181618-234527413,2023-02-21 07:15:00+00:00,2023-02-21 15:00:00+00:00,2023-02-21
927,TNNAS,4189450-237881413,2023-03-03 07:30:00+00:00,2023-03-03 15:00:00+00:00,2023-03-03
928,TNNAS,3983842-170153332,2023-03-03 09:00:00+00:00,2023-03-03 15:30:00+00:00,2023-03-03
929,TNNAS,4219497-248663026,2023-04-11 07:30:00+00:00,2023-04-11 15:00:00+00:00,2023-04-11
930,TNNAS,4191540-238969597,2023-02-21 08:30:00+00:00,2023-02-21 16:00:00+00:00,2023-02-21
931,TNNAS,4209499-244954165,2023-02-27 07:30:00+00:00,2023-02-27 15:30:00+00:00,2023-02-27
932,TNNAS,4030358-190170054,2023-02-20 07:00:00+00:00,2023-02-20 13:00:00+00:00,2023-02-20
933,TNNAS,4209754-245099950,2023-03-16 07:30:00+00:00,2023-03-16 12:00:00+00:00,2023-03-16
934,TNNAS,3882006-122188858,2023-03-14 07:30:00+00:00,2023-03-14 15:30:00+00:00,2023-03-14
935,TNNAS,4249587-260151168,2023-03-15 07:30:00+00:00,2023-03-15 10:00:00+00:00,2023-03-15
936,TNNAS,4204071-243506226,2023-03-27 07:30:00+00:00,2023-03-27 12:00:00+00:00,2023-03-27
937,TNNAS,3688034-102991831,2023-03-16 07:30:00+00:00,2023-03-16 15:00:00+00:00,2023-03-16
938,TNNAS,4044265-193916729,2023-03-23 12:00:00+00:00,2023-03-23 16:00:00+00:00,2023-03-23
939,TNNAS,4014342-183610095,2023-05-24 10:00:00+00:00,2023-05-24 16:00:00+00:00,2023-05-24
940,TNNAS,4209549-245088001,2023-05-24 08:00:00+00:00,2023-05-24 15:00:00+00:00,2023-05-24
941,TNNAS,4014342-183610095,2023-03-08 10:00:00+00:00,2023-03-08 16:00:00+00:00,2023-03-08
942,TNNAS,4209549-245088001,2023-03-08 08:00:00+00:00,2023-03-08 15:00:00+00:00,2023-03-08
943,TNNAS,4091435-208899620,2023-12-25 08:00:00+00:00,2023-12-25 16:00:00+00:00,2023-12-25
944,TNNAS,4091439-208908384,2023-10-23 08:00:00+00:00,2023-10-23 15:30:00+00:00,2023-10-23
945,TNNAS,4091435-208899620,2023-04-24 08:00:00+00:00,2023-04-24 16:00:00+00:00,2023-04-24
946,TNNAS,4091435-208899620,2023-06-26 08:00:00+00:00,2023-06-26 16:00:00+00:00,2023-06-26
947,TNNAS,4091439-208908384,2023-04-24 08:00:00+00:00,2023-04-24 15:30:00+00:00,2023-04-24
948,TNNAS,4091439-208908384,2023-12-25 08:00:00+00:00,2023-12-25 15:30:00+00:00,2023-12-25
949,TNNAS,4091439-208908384,2023-06-26 08:00:00+00:00,2023-06-26 15:30:00+00:00,2023-06-26
950,TNNAS,4091435-208899620,2023-10-23 08:00:00+00:00,2023-10-23 16:00:00+00:00,2023-10-23
951,TNNAS,4249605-260195555,2023-02-27 12:00:00+00:00,2023-02-27 15:30:00+00:00,2023-02-27
952,TNNAS,4091439-208908384,2023-08-28 08:00:00+00:00,2023-08-28 15:30:00+00:00,2023-08-28
953,TNNAS,4091435-208899620,2023-08-28 08:00:00+00:00,2023-08-28 16:00:00+00:00,2023-08-28
954,TNNAS,4189510-238151523,2023-03-13 07:30:00+00:00,2023-03-13 15:30:00+00:00,2023-03-13
955,TNNAS,4219528-248683917,2023-03-15 07:00:00+00:00,2023-03-15 12:00:00+00:00,2023-03-15
956,TNNAS,4205532-243969274,2023-03-08 08:00:00+00:00,2023-03-08 16:00:00+00:00,2023-03-08
957,TNNAS,3905954-134270078,2023-03-08 07:00:00+00:00,2023-03-08 15:00:00+00:00,2023-03-08
958,TNNAS,4209509-244954623,2023-03-13 07:30:00+00:00,2023-03-13 15:00:00+00:00,2023-03-13
959,TNNAS,4209708-245099852,2023-03-13 07:30:00+00:00,2023-03-13 15:00:00+00:00,2023-03-13
960,TNNAS,4000021-178013180,2023-03-08 08:00:00+00:00,2023-03-08 12:00:00+00:00,2023-03-08
961,TNNAS,4204071-243506226,2023-03-13 07:30:00+00:00,2023-03-13 12:00:00+00:00,2023-03-13
962,TNNAS,4064436-201717225,2023-03-08 08:00:00+00:00,2023-03-08 12:30:00+00:00,2023-03-08
963,TNNAS,4231590-253009491,2023-03-13 07:30:00+00:00,2023-03-13 17:00:00+00:00,2023-03-13
964,TNNAS,4079373-206250168,2023-03-28 07:00:00+00:00,2023-03-28 16:00:00+00:00,2023-03-28
965,TNNAS,4201654-242380274,2023-03-28 07:30:00+00:00,2023-03-28 17:00:00+00:00,2023-03-28
966,TNNAS,4209677-245099783,2023-04-07 07:30:00+00:00,2023-04-07 13:00:00+00:00,2023-04-07
967,TNNAS,4044207-193912919,2023-03-08 07:00:00+00:00,2023-03-08 13:00:00+00:00,2023-03-08
968,TNNAS,4201537-242296271,2023-03-14 07:30:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14
969,TNNAS,4211614-246010828,2023-03-14 08:30:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14
970,TNNAS,4209647-245089208,2023-03-15 12:00:00+00:00,2023-03-15 15:00:00+00:00,2023-03-15
971,TNNAS,4185479-236809709,2023-04-05 07:30:00+00:00,2023-04-05 11:00:00+00:00,2023-04-05
972,TNNAS,4249659-260210296,2023-03-16 12:30:00+00:00,2023-03-16 15:30:00+00:00,2023-03-16
973,TNNAS,3909269-136254202,2023-03-07 07:30:00+00:00,2023-03-07 15:00:00+00:00,2023-03-07
974,TNNAS,3963905-159256490,2023-03-16 08:30:00+00:00,2023-03-16 15:30:00+00:00,2023-03-16
975,TNNAS,4235563-254465335,2023-03-14 07:00:00+00:00,2023-03-14 15:00:00+00:00,2023-03-14
976,TNNAS,3905830-134180412,2023-03-14 08:30:00+00:00,2023-03-14 15:30:00+00:00,2023-03-14
977,TNNAS,4235566-254465684,2023-03-16 07:00:00+00:00,2023-03-16 15:00:00+00:00,2023-03-16
978,TNNAS,4189450-237881413,2023-03-31 07:30:00+00:00,2023-03-31 15:00:00+00:00,2023-03-31
979,TNNAS,4239837-256993823,2023-03-07 07:30:00+00:00,2023-03-07 12:00:00+00:00,2023-03-07
980,TNNAS,3983842-170153332,2023-03-31 09:00:00+00:00,2023-03-31 15:30:00+00:00,2023-03-31
981,TNNAS,4239837-256993822,2023-03-07 12:00:00+00:00,2023-03-07 17:00:00+00:00,2023-03-07
982,TNNAS,3905954-134270078,2023-03-22 07:00:00+00:00,2023-03-22 15:00:00+00:00,2023-03-22
983,TNNAS,4139518-223583044,2023-03-22 09:00:00+00:00,2023-03-22 11:00:00+00:00,2023-03-22
984,TNNAS,4205532-243969274,2023-03-22 08:00:00+00:00,2023-03-22 16:00:00+00:00,2023-03-22
985,TNNAS,4239743-256908608,2023-03-14 07:30:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14
986,TNNAS,4151508-226355193,2023-04-12 12:30:00+00:00,2023-04-12 16:00:00+00:00,2023-04-12
987,TNNAS,4151500-226355011,2023-04-12 12:30:00+00:00,2023-04-12 16:00:00+00:00,2023-04-12
988,TNNAS,4169435-229603325,2023-04-21 08:00:00+00:00,2023-04-21 16:00:00+00:00,2023-04-21
989,TNNAS,3905731-134153715,2023-04-17 08:00:00+00:00,2023-04-17 16:00:00+00:00,2023-04-17
990,TNNAS,4169435-229603325,2023-04-14 08:00:00+00:00,2023-04-14 16:00:00+00:00,2023-04-14
991,TNNAS,4205490-243876778,2023-04-19 12:30:00+00:00,2023-04-19 15:00:00+00:00,2023-04-19
992,TNNAS,4205538-243969966,2023-04-19 12:30:00+00:00,2023-04-19 15:00:00+00:00,2023-04-19
993,TNNAS,3905741-134154723,2023-04-17 07:00:00+00:00,2023-04-17 15:00:00+00:00,2023-04-17
994,TNNAS,3968035-163025593,2023-03-13 07:30:00+00:00,2023-03-13 16:30:00+00:00,2023-03-13
995,TNNAS,3854179-119294939,2023-03-10 07:30:00+00:00,2023-03-10 15:00:00+00:00,2023-03-10
996,TNNAS,3854179-119294939,2023-03-17 07:30:00+00:00,2023-03-17 15:00:00+00:00,2023-03-17
997,TNNAS,4256220-262976429,2023-03-24 07:15:00+00:00,2023-03-24 15:00:00+00:00,2023-03-24
998,TNNAS,4256209-262976307,2023-03-24 07:15:00+00:00,2023-03-24 15:00:00+00:00,2023-03-24
999,TNNAS,4256336-263056901,2023-03-22 08:00:00+00:00,2023-03-22 15:00:00+00:00,2023-03-22
1000,TNNAS,4256329-263056689,2023-03-22 08:00:00+00:00,2023-03-22 15:00:00+00:00,2023-03-22
1001,TNNAS,4255563-262728665,2023-03-20 07:15:00+00:00,2023-03-20 15:00:00+00:00,2023-03-20
1002,TNNAS,4255654-262791036,2023-03-20 07:15:00+00:00,2023-03-20 17:00:00+00:00,2023-03-20
1003,TNNAS,4189489-238139390,2023-03-28 13:00:00+00:00,2023-03-28 17:00:00+00:00,2023-03-28
1004,TNNAS,4036177-191820098,2023-03-14 07:30:00+00:00,2023-03-14 15:30:00+00:00,2023-03-14
1005,TNNAS,3972239-165417707,2023-03-15 07:30:00+00:00,2023-03-15 15:00:00+00:00,2023-03-15
1006,TNNAS,3764069-108960366,2023-03-17 07:30:00+00:00,2023-03-17 17:00:00+00:00,2023-03-17
1007,TNNAS,4239837-256993823,2023-03-21 07:30:00+00:00,2023-03-21 12:00:00+00:00,2023-03-21
1008,TNNAS,3972249-165420353,2023-03-17 07:30:00+00:00,2023-03-17 15:00:00+00:00,2023-03-17
1009,TNNAS,4257565-263364687,2023-03-14 07:30:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14
1010,TNNAS,4016126-185241411,2023-03-16 07:30:00+00:00,2023-03-16 15:00:00+00:00,2023-03-16
1011,TNNAS,3830041-115114365,2023-03-13 07:30:00+00:00,2023-03-13 15:00:00+00:00,2023-03-13
1012,TNNAS,3972102-165249062,2023-03-13 07:30:00+00:00,2023-03-13 17:00:00+00:00,2023-03-13
1013,TNNAS,4239837-256993822,2023-03-21 12:00:00+00:00,2023-03-21 17:00:00+00:00,2023-03-21
1014,TNNAS,3762189-108908422,2023-03-15 07:30:00+00:00,2023-03-15 17:00:00+00:00,2023-03-15
1015,TNNAS,4079026-205990601,2023-03-17 07:30:00+00:00,2023-03-17 17:00:00+00:00,2023-03-17
1016,TNNAS,3903101-132426618,2023-03-15 07:30:00+00:00,2023-03-15 17:00:00+00:00,2023-03-15
1017,TNNAS,4016261-185476319,2023-03-16 07:30:00+00:00,2023-03-16 17:00:00+00:00,2023-03-16
1018,TNNAS,4016239-185473041,2023-03-15 07:30:00+00:00,2023-03-15 17:00:00+00:00,2023-03-15
1019,TNNAS,3967879-162798599,2023-04-13 08:00:00+00:00,2023-04-13 17:00:00+00:00,2023-04-13
1020,TNNAS,4054487-198314781,2023-04-04 07:00:00+00:00,2023-04-04 17:00:00+00:00,2023-04-04
1021,TNNAS,3967872-162797730,2023-04-06 07:00:00+00:00,2023-04-06 17:00:00+00:00,2023-04-06
1022,TNNAS,4054487-198314781,2023-04-11 07:00:00+00:00,2023-04-11 17:00:00+00:00,2023-04-11
1023,TNNAS,3925113-142469366,2023-04-13 07:00:00+00:00,2023-04-13 17:00:00+00:00,2023-04-13
1024,TNNAS,3967879-162798599,2023-04-06 08:00:00+00:00,2023-04-06 17:00:00+00:00,2023-04-06
1025,TNNAS,4203488-242744996,2023-04-04 07:30:00+00:00,2023-04-04 12:30:00+00:00,2023-04-04
1026,TNNAS,4197450-240641336,2023-03-15 08:30:00+00:00,2023-03-15 16:00:00+00:00,2023-03-15
1027,TNNAS,4197450-240641336,2023-03-15 08:30:00+00:00,2023-03-15 16:00:00+00:00,2023-03-15
1028,TNNAS,4012138-183167217,2023-03-14 07:30:00+00:00,2023-03-14 15:30:00+00:00,2023-03-14
1029,TNNAS,4209514-245099916,2023-04-17 07:30:00+00:00,2023-04-17 15:30:00+00:00,2023-04-17
1030,TNNAS,4261691-265245174,2023-04-06 12:00:00+00:00,2023-04-06 15:00:00+00:00,2023-04-06
1031,TNNAS,4261681-265243448,2023-04-06 12:00:00+00:00,2023-04-06 15:00:00+00:00,2023-04-06
1032,TNNAS,4203510-242746967,2023-04-04 13:30:00+00:00,2023-04-04 17:00:00+00:00,2023-04-04
1033,TNNAS,4231590-253009491,2023-05-29 07:30:00+00:00,2023-05-29 17:00:00+00:00,2023-05-29
1034,TNNAS,4231565-253006827,2023-05-29 07:30:00+00:00,2023-05-29 17:00:00+00:00,2023-05-29
1035,TNNAS,4255645-262787919,2023-03-27 07:15:00+00:00,2023-03-27 17:00:00+00:00,2023-03-27
1036,TNNAS,4255640-262787911,2023-03-27 07:15:00+00:00,2023-03-27 17:00:00+00:00,2023-03-27
1037,TNNAS,4197450-240641336,2023-03-22 08:30:00+00:00,2023-03-22 16:00:00+00:00,2023-03-22
1038,TNNAS,4204071-243506226,2023-04-03 07:30:00+00:00,2023-04-03 12:00:00+00:00,2023-04-03
1039,TNNAS,4209509-244954623,2023-03-27 07:30:00+00:00,2023-03-27 15:00:00+00:00,2023-03-27
1040,TNNAS,4209708-245099852,2023-03-27 07:30:00+00:00,2023-03-27 15:00:00+00:00,2023-03-27
1041,TNNAS,4239603-256528147,2023-03-29 07:15:00+00:00,2023-03-29 17:00:00+00:00,2023-03-29
1042,TNNAS,4028170-189587423,2023-04-11 07:30:00+00:00,2023-04-11 15:00:00+00:00,2023-04-11
1043,TNNAS,3905741-134154723,2023-05-29 07:00:00+00:00,2023-05-29 15:00:00+00:00,2023-05-29
1044,TNNAS,4263615-266064891,2023-05-29 12:30:00+00:00,2023-05-29 15:30:00+00:00,2023-05-29
1045,TNNAS,4115604-214978663,2023-05-29 07:00:00+00:00,2023-05-29 12:00:00+00:00,2023-05-29
1046,TNNAS,4151492-226354757,2023-06-07 12:30:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1047,TNNAS,4151484-226354522,2023-06-07 12:30:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1048,TNNAS,4209720-245099872,2023-07-18 07:30:00+00:00,2023-07-18 15:00:00+00:00,2023-07-18
1049,TNNAS,4261680-265243446,2023-07-06 07:30:00+00:00,2023-07-06 12:00:00+00:00,2023-07-06
1050,TNNAS,4137442-222327211,2023-05-17 09:00:00+00:00,2023-05-17 13:30:00+00:00,2023-05-17
1051,TNNAS,4137442-222327211,2023-06-21 09:00:00+00:00,2023-06-21 13:30:00+00:00,2023-06-21
1052,TNNAS,4137475-222330811,2023-05-17 08:00:00+00:00,2023-05-17 12:00:00+00:00,2023-05-17
1053,TNNAS,4137475-222330811,2023-06-21 08:00:00+00:00,2023-06-21 12:00:00+00:00,2023-06-21
1054,TNNAS,4151492-226354757,2023-05-03 12:30:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03
1055,TNNAS,4151484-226354522,2023-05-03 12:30:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03
1056,TNNAS,4044232-193918540,2023-04-26 08:00:00+00:00,2023-04-26 12:30:00+00:00,2023-04-26
1057,TNNAS,4263612-266064735,2023-05-29 07:00:00+00:00,2023-05-29 12:00:00+00:00,2023-05-29
1058,TNNAS,4139525-223583775,2023-06-28 09:00:00+00:00,2023-06-28 13:00:00+00:00,2023-06-28
1059,TNNAS,4044232-193918540,2023-06-28 08:00:00+00:00,2023-06-28 12:30:00+00:00,2023-06-28
1060,TNNAS,4151484-226354522,2023-04-05 12:30:00+00:00,2023-04-05 16:00:00+00:00,2023-04-05
1061,TNNAS,4261680-265243446,2023-07-20 07:30:00+00:00,2023-07-20 12:00:00+00:00,2023-07-20
1062,TNNAS,4044240-193915404,2023-05-31 08:00:00+00:00,2023-05-31 13:00:00+00:00,2023-05-31
1063,TNNAS,4151508-226355193,2023-06-14 12:30:00+00:00,2023-06-14 16:00:00+00:00,2023-06-14
1064,TNNAS,4151500-226355011,2023-06-14 12:30:00+00:00,2023-06-14 16:00:00+00:00,2023-06-14
1065,TNNAS,4151500-226355011,2023-05-10 12:30:00+00:00,2023-05-10 16:00:00+00:00,2023-05-10
1066,TNNAS,4139525-223583775,2023-04-26 09:00:00+00:00,2023-04-26 13:00:00+00:00,2023-04-26
1067,TNNAS,4115605-214978665,2023-05-29 13:30:00+00:00,2023-05-29 16:30:00+00:00,2023-05-29
1068,TNNAS,4151492-226354757,2023-04-05 12:30:00+00:00,2023-04-05 16:00:00+00:00,2023-04-05
1069,TNNAS,4044232-193918540,2023-05-24 08:00:00+00:00,2023-05-24 12:30:00+00:00,2023-05-24
1070,TNNAS,4044248-193915465,2023-05-31 09:00:00+00:00,2023-05-31 13:30:00+00:00,2023-05-31
1071,TNNAS,4151508-226355193,2023-05-10 12:30:00+00:00,2023-05-10 16:00:00+00:00,2023-05-10
1072,TNNAS,4139525-223583775,2023-05-24 09:00:00+00:00,2023-05-24 13:00:00+00:00,2023-05-24
1073,TNNAS,4137475-222330811,2023-04-19 08:00:00+00:00,2023-04-19 12:00:00+00:00,2023-04-19
1074,TNNAS,4137442-222327211,2023-04-19 09:00:00+00:00,2023-04-19 13:30:00+00:00,2023-04-19
1075,TNNAS,4231605-253011279,2023-04-07 08:00:00+00:00,2023-04-07 12:00:00+00:00,2023-04-07
1076,TNNAS,4181708-234545824,2023-03-28 07:15:00+00:00,2023-03-28 12:00:00+00:00,2023-03-28
1077,TNNAS,4261877-265793119,2023-03-29 07:15:00+00:00,2023-03-29 15:00:00+00:00,2023-03-29
1078,TNNAS,4209549-245088001,2023-04-12 08:00:00+00:00,2023-04-12 15:00:00+00:00,2023-04-12
1079,TNNAS,4263983-266635163,2023-04-17 07:30:00+00:00,2023-04-17 15:30:00+00:00,2023-04-17
1080,TNNAS,4036177-191820098,2023-04-04 07:30:00+00:00,2023-04-04 15:30:00+00:00,2023-04-04
1081,TNNAS,4263873-266549361,2023-04-10 07:30:00+00:00,2023-04-10 12:00:00+00:00,2023-04-10
1082,TNNAS,3963927-159258443,2023-04-05 09:00:00+00:00,2023-04-05 16:00:00+00:00,2023-04-05
1083,TNNAS,4256292-263045938,2023-04-05 07:15:00+00:00,2023-04-05 17:45:00+00:00,2023-04-05
1084,TNNAS,4201551-242297664,2023-04-07 07:30:00+00:00,2023-04-07 17:00:00+00:00,2023-04-07
1085,TNNAS,4266049-267533747,2023-04-19 08:00:00+00:00,2023-04-19 12:00:00+00:00,2023-04-19
1086,TNNAS,4265779-267500383,2023-04-17 07:00:00+00:00,2023-04-17 16:00:00+00:00,2023-04-17
1087,TNNAS,3692004-103320840,2023-05-01 07:30:00+00:00,2023-05-01 15:00:00+00:00,2023-05-01
1088,TNNAS,3983842-170153332,2023-04-21 09:00:00+00:00,2023-04-21 15:30:00+00:00,2023-04-21
1089,TNNAS,4266049-267533747,2023-05-17 08:00:00+00:00,2023-05-17 12:00:00+00:00,2023-05-17
1090,TNNAS,4169435-229603325,2023-05-19 08:00:00+00:00,2023-05-19 16:00:00+00:00,2023-05-19
1091,TNNAS,4189450-237881413,2023-04-21 07:30:00+00:00,2023-04-21 15:00:00+00:00,2023-04-21
1092,TNNAS,4139518-223583044,2023-05-24 09:00:00+00:00,2023-05-24 11:00:00+00:00,2023-05-24
1093,TNNAS,4137435-222327100,2023-05-24 08:00:00+00:00,2023-05-24 12:00:00+00:00,2023-05-24
1094,TNNAS,4266072-267535303,2023-05-24 09:00:00+00:00,2023-05-24 13:00:00+00:00,2023-05-24
1095,TNNAS,4169435-229603325,2023-04-28 08:00:00+00:00,2023-04-28 16:00:00+00:00,2023-04-28
1096,TNNAS,4073021-204920043,2023-04-24 16:00:00+00:00,2023-04-24 17:00:00+00:00,2023-04-24
1097,TNNAS,4266219-267699232,2023-05-24 08:00:00+00:00,2023-05-24 12:30:00+00:00,2023-05-24
1098,TNNAS,4169435-229603325,2023-05-12 08:00:00+00:00,2023-05-12 16:00:00+00:00,2023-05-12
1099,TNNAS,4073021-214109122,2023-04-24 08:00:00+00:00,2023-04-24 16:00:00+00:00,2023-04-24
1100,TNNAS,4259563-263877786,2023-04-20 07:30:00+00:00,2023-04-20 12:00:00+00:00,2023-04-20
1101,TNNAS,4073021-204920043,2023-04-24 06:30:00+00:00,2023-04-24 08:00:00+00:00,2023-04-24
1102,TNNAS,4265890-267528599,2023-05-03 12:30:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03
1103,TNNAS,4265693-267476544,2023-05-18 08:00:00+00:00,2023-05-18 14:00:00+00:00,2023-05-18
1104,TNNAS,4265803-267525712,2023-05-03 12:30:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03
1105,TNNAS,4266072-267535303,2023-04-26 09:00:00+00:00,2023-04-26 13:00:00+00:00,2023-04-26
1106,TNNAS,4265736-267498385,2023-05-18 08:30:00+00:00,2023-05-18 13:00:00+00:00,2023-05-18
1107,TNNAS,4265968-267531948,2023-04-24 07:00:00+00:00,2023-04-24 16:00:00+00:00,2023-04-24
1108,TNNAS,4265929-267529563,2023-04-19 12:30:00+00:00,2023-04-19 16:00:00+00:00,2023-04-19
1109,TNNAS,4266219-267699232,2023-04-26 08:00:00+00:00,2023-04-26 12:30:00+00:00,2023-04-26
1110,TNNAS,4266112-267536141,2023-04-24 08:00:00+00:00,2023-04-24 16:30:00+00:00,2023-04-24
1111,TNNAS,4265833-267526566,2023-04-19 12:30:00+00:00,2023-04-19 15:00:00+00:00,2023-04-19
1112,TNNAS,4266072-267535303,2023-06-28 09:00:00+00:00,2023-06-28 13:00:00+00:00,2023-06-28
1113,TNNAS,4219556-248761082,2023-04-26 08:00:00+00:00,2023-04-26 12:00:00+00:00,2023-04-26
1114,TNNAS,4266219-267699232,2023-06-28 08:00:00+00:00,2023-06-28 12:30:00+00:00,2023-06-28
1115,TNNAS,4265803-267525712,2023-06-07 12:30:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1116,TNNAS,4265890-267528599,2023-06-07 12:30:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1117,TNNAS,3688034-102991831,2023-06-01 07:30:00+00:00,2023-06-01 15:00:00+00:00,2023-06-01
1118,TNNAS,3882006-122188858,2023-05-30 07:30:00+00:00,2023-05-30 15:30:00+00:00,2023-05-30
1119,TNNAS,4137435-222327100,2023-05-24 08:00:00+00:00,2023-05-24 12:00:00+00:00,2023-05-24
1120,TNNAS,4266476-267805690,2023-05-10 12:30:00+00:00,2023-05-10 16:00:00+00:00,2023-05-10
1121,TNNAS,4201736-242438524,2023-06-15 08:30:00+00:00,2023-06-15 17:00:00+00:00,2023-06-15
1122,TNNAS,4266476-267805690,2023-05-10 12:30:00+00:00,2023-05-10 16:00:00+00:00,2023-05-10
1123,TNNAS,4263953-266617129,2023-06-06 12:00:00+00:00,2023-06-06 15:00:00+00:00,2023-06-06
1124,TNNAS,4266122-267536323,2023-05-04 08:00:00+00:00,2023-05-04 17:00:00+00:00,2023-05-04
1125,TNNAS,4265990-267532521,2023-05-04 07:00:00+00:00,2023-05-04 17:00:00+00:00,2023-05-04
1126,TNNAS,4263907-266573672,2023-05-08 07:30:00+00:00,2023-05-08 12:00:00+00:00,2023-05-08
1127,TNNAS,3983842-170153332,2023-05-19 09:00:00+00:00,2023-05-19 15:30:00+00:00,2023-05-19
1128,TNNAS,4151491-226354755,2023-05-03 08:00:00+00:00,2023-05-03 11:00:00+00:00,2023-05-03
1129,TNNAS,4189450-237881413,2023-05-19 07:30:00+00:00,2023-05-19 15:00:00+00:00,2023-05-19
1130,TNNAS,4265897-267528605,2023-05-03 07:00:00+00:00,2023-05-03 12:00:00+00:00,2023-05-03
1131,TNNAS,4263873-266549361,2023-05-08 07:30:00+00:00,2023-05-08 12:00:00+00:00,2023-05-08
1132,TNNAS,3909269-136254202,2023-05-16 07:30:00+00:00,2023-05-16 15:00:00+00:00,2023-05-16
1133,TNNAS,4268115-269002050,2023-05-12 07:30:00+00:00,2023-05-12 15:30:00+00:00,2023-05-12
1134,TNNAS,4255750-262887359,2023-05-11 07:15:00+00:00,2023-05-11 15:00:00+00:00,2023-05-11
1135,TNNAS,4268095-269001463,2023-05-12 07:30:00+00:00,2023-05-12 15:30:00+00:00,2023-05-12
1136,TNNAS,4268115-269002050,2023-05-12 07:30:00+00:00,2023-05-12 15:30:00+00:00,2023-05-12
1137,TNNAS,4268095-269001463,2023-05-12 07:30:00+00:00,2023-05-12 15:30:00+00:00,2023-05-12
1138,TNNAS,4268115-269002050,2023-06-09 07:30:00+00:00,2023-06-09 15:30:00+00:00,2023-06-09
1139,TNNAS,4268115-269002050,2023-06-09 07:30:00+00:00,2023-06-09 15:30:00+00:00,2023-06-09
1140,TNNAS,4268115-269002050,2023-06-09 07:30:00+00:00,2023-06-09 15:30:00+00:00,2023-06-09
1141,TNNAS,4266457-267803743,2023-05-30 07:30:00+00:00,2023-05-30 13:00:00+00:00,2023-05-30
1142,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1143,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1144,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
