,room,blockDate,block_status
730,MT OR 17,2023-07-17,False
731,BH JRI 02,2023-07-18,False
732,BH JRI 03,2023-07-18,False
733,BH JRI 04,2023-07-18,False
734,BH JRI 05,2023-07-18,False
735,BH JRI 06,2023-07-18,False
736,BH JRI 07,2023-07-18,False
737,BH JRI 08,2023-07-18,False
738,BH JRI 09,2023-07-18,False
739,STM ST OR 01,2023-07-18,False
740,STM ST OR 02,2023-07-18,False
741,STM ST OR 03,2023-07-18,False
742,STM ST OR 04,2023-07-18,False
743,STM ST OR 05,2023-07-18,False
744,STM ST OR 06,2023-07-18,True
745,STM ST OR 07,2023-07-18,True
746,STM ST OR 08,2023-07-18,False
747,STM ST OR 09,2023-07-18,False
748,STM ST OR 10,2023-07-18,True
749,STM ST OR 11,2023-07-18,False
750,STM ST OR 12,2023-07-18,False
751,STM ST OR 14,2023-07-18,False
752,STM ST OR 15,2023-07-18,True
753,STM ST OR 16,2023-07-18,False
754,STM ST OR 17,2023-07-18,True
755,STM ST OR 18,2023-07-18,True
756,STM ST OR Hybrid,2023-07-18,True
757,MT Cysto,2023-07-18,True
758,MT OR 01,2023-07-18,True
759,MT OR 02,2023-07-18,True
760,MT OR 03,2023-07-18,True
761,MT OR 04,2023-07-18,True
762,MT OR 05,2023-07-18,True
763,MT OR 06,2023-07-18,True
764,MT OR 07,2023-07-18,False
765,MT OR 08,2023-07-18,True
766,MT OR 09,2023-07-18,True
767,MT OR 10,2023-07-18,True
768,MT OR 11,2023-07-18,False
769,MT OR 12,2023-07-18,False
770,MT OR 14,2023-07-18,True
771,MT OR 15,2023-07-18,True
772,MT OR 16,2023-07-18,True
773,MT OR 17,2023-07-18,False
774,BH JRI 02,2023-07-19,True
775,BH JRI 03,2023-07-19,True
776,BH JRI 04,2023-07-19,True
777,BH JRI 05,2023-07-19,True
778,BH JRI 06,2023-07-19,False
779,BH JRI 07,2023-07-19,False
780,BH JRI 08,2023-07-19,True
781,BH JRI 09,2023-07-19,True
782,STM ST OR 01,2023-07-19,False
783,STM ST OR 02,2023-07-19,True
784,STM ST OR 03,2023-07-19,True
785,STM ST OR 04,2023-07-19,True
786,STM ST OR 05,2023-07-19,True
787,STM ST OR 06,2023-07-19,False
788,STM ST OR 07,2023-07-19,True
789,STM ST OR 08,2023-07-19,True
790,STM ST OR 09,2023-07-19,True
791,STM ST OR 10,2023-07-19,True
792,STM ST OR 11,2023-07-19,True
793,STM ST OR 12,2023-07-19,False
794,STM ST OR 14,2023-07-19,False
795,STM ST OR 15,2023-07-19,True
796,STM ST OR 16,2023-07-19,False
797,STM ST OR 17,2023-07-19,False
798,STM ST OR 18,2023-07-19,False
799,STM ST OR Hybrid,2023-07-19,True
800,MT Cysto,2023-07-19,True
801,MT OR 01,2023-07-19,False
802,MT OR 02,2023-07-19,True
803,MT OR 03,2023-07-19,True
804,MT OR 04,2023-07-19,True
805,MT OR 05,2023-07-19,True
806,MT OR 06,2023-07-19,True
807,MT OR 07,2023-07-19,False
808,MT OR 08,2023-07-19,True
809,MT OR 09,2023-07-19,True
810,MT OR 10,2023-07-19,True
811,MT OR 11,2023-07-19,False
812,MT OR 12,2023-07-19,False
813,MT OR 14,2023-07-19,True
814,MT OR 15,2023-07-19,True
815,MT OR 16,2023-07-19,True
816,MT OR 17,2023-07-19,False
817,BH JRI 02,2023-07-20,True
818,BH JRI 03,2023-07-20,True
819,BH JRI 04,2023-07-20,True
820,BH JRI 05,2023-07-20,True
821,BH JRI 06,2023-07-20,True
822,BH JRI 07,2023-07-20,True
823,BH JRI 08,2023-07-20,True
824,BH JRI 09,2023-07-20,True
825,STM ST OR 01,2023-07-20,True
826,STM ST OR 02,2023-07-20,True
827,STM ST OR 03,2023-07-20,True
828,STM ST OR 04,2023-07-20,False
829,STM ST OR 05,2023-07-20,True
830,STM ST OR 06,2023-07-20,False
831,STM ST OR 07,2023-07-20,True
832,STM ST OR 08,2023-07-20,True
833,STM ST OR 09,2023-07-20,True
834,STM ST OR 10,2023-07-20,True
835,STM ST OR 11,2023-07-20,False
836,STM ST OR 12,2023-07-20,True
837,STM ST OR 14,2023-07-20,False
838,STM ST OR 15,2023-07-20,False
839,STM ST OR 16,2023-07-20,False
840,STM ST OR 17,2023-07-20,True
841,STM ST OR 18,2023-07-20,True
842,STM ST OR Hybrid,2023-07-20,True
843,MT Cysto,2023-07-20,True
844,MT OR 01,2023-07-20,True
845,MT OR 02,2023-07-20,True
846,MT OR 03,2023-07-20,True
847,MT OR 04,2023-07-20,True
848,MT OR 05,2023-07-20,True
849,MT OR 06,2023-07-20,True
850,MT OR 07,2023-07-20,False
851,MT OR 08,2023-07-20,True
852,MT OR 09,2023-07-20,False
853,MT OR 10,2023-07-20,True
854,MT OR 11,2023-07-20,False
855,MT OR 12,2023-07-20,False
856,MT OR 14,2023-07-20,True
857,MT OR 15,2023-07-20,True
858,MT OR 16,2023-07-20,True
859,MT OR 17,2023-07-20,True
860,BH JRI 02,2023-07-21,False
861,BH JRI 03,2023-07-21,False
862,BH JRI 04,2023-07-21,False
863,BH JRI 05,2023-07-21,False
864,BH JRI 06,2023-07-21,False
865,BH JRI 07,2023-07-21,False
866,BH JRI 08,2023-07-21,False
867,BH JRI 09,2023-07-21,False
868,STM ST OR 01,2023-07-21,False
869,STM ST OR 02,2023-07-21,False
870,STM ST OR 03,2023-07-21,True
871,STM ST OR 04,2023-07-21,True
872,STM ST OR 05,2023-07-21,True
873,STM ST OR 06,2023-07-21,False
874,STM ST OR 07,2023-07-21,True
875,STM ST OR 08,2023-07-21,True
876,STM ST OR 09,2023-07-21,True
877,STM ST OR 10,2023-07-21,True
878,STM ST OR 11,2023-07-21,False
879,STM ST OR 12,2023-07-21,False
880,STM ST OR 14,2023-07-21,False
881,STM ST OR 15,2023-07-21,True
882,STM ST OR 16,2023-07-21,True
883,STM ST OR 17,2023-07-21,True
884,STM ST OR 18,2023-07-21,False
885,STM ST OR Hybrid,2023-07-21,True
886,MT Cysto,2023-07-21,True
887,MT OR 01,2023-07-21,False
888,MT OR 02,2023-07-21,True
889,MT OR 03,2023-07-21,True
890,MT OR 04,2023-07-21,True
891,MT OR 05,2023-07-21,True
892,MT OR 06,2023-07-21,True
893,MT OR 07,2023-07-21,False
894,MT OR 08,2023-07-21,True
895,MT OR 09,2023-07-21,False
896,MT OR 10,2023-07-21,True
897,MT OR 11,2023-07-21,False
898,MT OR 12,2023-07-21,False
899,MT OR 14,2023-07-21,False
900,MT OR 15,2023-07-21,True
901,MT OR 16,2023-07-21,False
902,MT OR 17,2023-07-21,False
903,BH JRI 02,2023-07-22,False
904,BH JRI 03,2023-07-22,False
905,BH JRI 04,2023-07-22,False
906,BH JRI 05,2023-07-22,False
907,BH JRI 06,2023-07-22,False
908,BH JRI 07,2023-07-22,False
909,BH JRI 08,2023-07-22,False
910,BH JRI 09,2023-07-22,False
911,STM ST OR 01,2023-07-22,False
912,STM ST OR 02,2023-07-22,False
913,STM ST OR 03,2023-07-22,False
914,STM ST OR 04,2023-07-22,False
915,STM ST OR 05,2023-07-22,False
916,STM ST OR 06,2023-07-22,False
917,STM ST OR 07,2023-07-22,False
918,STM ST OR 08,2023-07-22,False
919,STM ST OR 09,2023-07-22,False
920,STM ST OR 10,2023-07-22,False
921,STM ST OR 11,2023-07-22,False
922,STM ST OR 12,2023-07-22,False
923,STM ST OR 14,2023-07-22,False
924,STM ST OR 15,2023-07-22,False
925,STM ST OR 16,2023-07-22,False
926,STM ST OR 17,2023-07-22,False
927,STM ST OR 18,2023-07-22,False
928,STM ST OR Hybrid,2023-07-22,False
929,MT Cysto,2023-07-22,False
930,MT OR 01,2023-07-22,False
931,MT OR 02,2023-07-22,False
932,MT OR 03,2023-07-22,False
933,MT OR 04,2023-07-22,False
934,MT OR 05,2023-07-22,False
935,MT OR 06,2023-07-22,False
936,MT OR 07,2023-07-22,False
937,MT OR 08,2023-07-22,False
938,MT OR 09,2023-07-22,False
939,MT OR 10,2023-07-22,False
940,MT OR 11,2023-07-22,False
941,MT OR 12,2023-07-22,False
942,MT OR 14,2023-07-22,False
943,MT OR 15,2023-07-22,False
944,MT OR 16,2023-07-22,False
945,MT OR 17,2023-07-22,False
946,BH JRI 02,2023-07-23,False
947,BH JRI 03,2023-07-23,False
948,BH JRI 04,2023-07-23,False
949,BH JRI 05,2023-07-23,False
950,BH JRI 06,2023-07-23,False
951,BH JRI 07,2023-07-23,False
952,BH JRI 08,2023-07-23,False
953,BH JRI 09,2023-07-23,False
954,STM ST OR 01,2023-07-23,False
955,STM ST OR 02,2023-07-23,False
956,STM ST OR 03,2023-07-23,False
957,STM ST OR 04,2023-07-23,False
958,STM ST OR 05,2023-07-23,False
959,STM ST OR 06,2023-07-23,False
960,STM ST OR 07,2023-07-23,False
961,STM ST OR 08,2023-07-23,False
962,STM ST OR 09,2023-07-23,False
963,STM ST OR 10,2023-07-23,False
964,STM ST OR 11,2023-07-23,False
965,STM ST OR 12,2023-07-23,False
966,STM ST OR 14,2023-07-23,False
967,STM ST OR 15,2023-07-23,False
968,STM ST OR 16,2023-07-23,False
969,STM ST OR 17,2023-07-23,False
970,STM ST OR 18,2023-07-23,False
971,STM ST OR Hybrid,2023-07-23,False
972,MT Cysto,2023-07-23,False
973,MT OR 01,2023-07-23,False
974,MT OR 02,2023-07-23,False
975,MT OR 03,2023-07-23,False
976,MT OR 04,2023-07-23,False
977,MT OR 05,2023-07-23,False
978,MT OR 06,2023-07-23,False
979,MT OR 07,2023-07-23,False
980,MT OR 08,2023-07-23,False
981,MT OR 09,2023-07-23,False
982,MT OR 10,2023-07-23,False
983,MT OR 11,2023-07-23,False
984,MT OR 12,2023-07-23,False
985,MT OR 14,2023-07-23,False
986,MT OR 15,2023-07-23,False
987,MT OR 16,2023-07-23,False
988,MT OR 17,2023-07-23,False
989,BH JRI 02,2023-07-24,True
990,BH JRI 03,2023-07-24,True
991,BH JRI 04,2023-07-24,True
992,BH JRI 05,2023-07-24,True
993,BH JRI 06,2023-07-24,True
994,BH JRI 07,2023-07-24,True
995,BH JRI 08,2023-07-24,True
996,BH JRI 09,2023-07-24,True
997,STM ST OR 01,2023-07-24,True
998,STM ST OR 02,2023-07-24,True
999,STM ST OR 03,2023-07-24,True
1000,STM ST OR 04,2023-07-24,True
1001,STM ST OR 05,2023-07-24,True
1002,STM ST OR 06,2023-07-24,True
1003,STM ST OR 07,2023-07-24,True
1004,STM ST OR 08,2023-07-24,True
1005,STM ST OR 09,2023-07-24,True
1006,STM ST OR 10,2023-07-24,True
1007,STM ST OR 11,2023-07-24,True
1008,STM ST OR 12,2023-07-24,True
1009,STM ST OR 14,2023-07-24,False
1010,STM ST OR 15,2023-07-24,True
1011,STM ST OR 16,2023-07-24,True
1012,STM ST OR 17,2023-07-24,True
1013,STM ST OR 18,2023-07-24,True
1014,STM ST OR Hybrid,2023-07-24,True
1015,MT Cysto,2023-07-24,True
1016,MT OR 01,2023-07-24,True
1017,MT OR 02,2023-07-24,True
1018,MT OR 03,2023-07-24,True
1019,MT OR 04,2023-07-24,True
1020,MT OR 05,2023-07-24,True
1021,MT OR 06,2023-07-24,True
1022,MT OR 07,2023-07-24,False
1023,MT OR 08,2023-07-24,True
1024,MT OR 09,2023-07-24,True
1025,MT OR 10,2023-07-24,True
1026,MT OR 11,2023-07-24,True
1027,MT OR 12,2023-07-24,True
1028,MT OR 14,2023-07-24,True
1029,MT OR 15,2023-07-24,True
1030,MT OR 16,2023-07-24,True
1031,MT OR 17,2023-07-24,True
1032,BH JRI 02,2023-07-25,True
1033,BH JRI 03,2023-07-25,True
1034,BH JRI 04,2023-07-25,True
1035,BH JRI 05,2023-07-25,True
1036,BH JRI 06,2023-07-25,True
1037,BH JRI 07,2023-07-25,True
1038,BH JRI 08,2023-07-25,True
1039,BH JRI 09,2023-07-25,True
1040,STM ST OR 01,2023-07-25,True
1041,STM ST OR 02,2023-07-25,True
1042,STM ST OR 03,2023-07-25,True
1043,STM ST OR 04,2023-07-25,True
1044,STM ST OR 05,2023-07-25,True
1045,STM ST OR 06,2023-07-25,True
1046,STM ST OR 07,2023-07-25,True
1047,STM ST OR 08,2023-07-25,False
1048,STM ST OR 09,2023-07-25,False
1049,STM ST OR 10,2023-07-25,True
1050,STM ST OR 11,2023-07-25,True
1051,STM ST OR 12,2023-07-25,True
1052,STM ST OR 14,2023-07-25,True
1053,STM ST OR 15,2023-07-25,True
1054,STM ST OR 16,2023-07-25,True
1055,STM ST OR 17,2023-07-25,True
1056,STM ST OR 18,2023-07-25,True
1057,STM ST OR Hybrid,2023-07-25,True
1058,MT Cysto,2023-07-25,True
1059,MT OR 01,2023-07-25,True
1060,MT OR 02,2023-07-25,True
1061,MT OR 03,2023-07-25,True
1062,MT OR 04,2023-07-25,True
1063,MT OR 05,2023-07-25,True
1064,MT OR 06,2023-07-25,True
1065,MT OR 07,2023-07-25,False
1066,MT OR 08,2023-07-25,True
1067,MT OR 09,2023-07-25,True
1068,MT OR 10,2023-07-25,True
1069,MT OR 11,2023-07-25,True
1070,MT OR 12,2023-07-25,True
1071,MT OR 14,2023-07-25,True
1072,MT OR 15,2023-07-25,True
1073,MT OR 16,2023-07-25,True
1074,MT OR 17,2023-07-25,False
1075,BH JRI 02,2023-07-26,True
1076,BH JRI 03,2023-07-26,True
1077,BH JRI 04,2023-07-26,True
1078,BH JRI 05,2023-07-26,True
1079,BH JRI 06,2023-07-26,True
1080,BH JRI 07,2023-07-26,True
1081,BH JRI 08,2023-07-26,True
1082,BH JRI 09,2023-07-26,True
1083,STM ST OR 01,2023-07-26,True
1084,STM ST OR 02,2023-07-26,True
1085,STM ST OR 03,2023-07-26,True
1086,STM ST OR 04,2023-07-26,True
1087,STM ST OR 05,2023-07-26,True
1088,STM ST OR 06,2023-07-26,False
1089,STM ST OR 07,2023-07-26,True
1090,STM ST OR 08,2023-07-26,True
1091,STM ST OR 09,2023-07-26,True
1092,STM ST OR 10,2023-07-26,True
1093,STM ST OR 11,2023-07-26,False
1094,STM ST OR 12,2023-07-26,False
1095,STM ST OR 14,2023-07-26,False
1096,STM ST OR 15,2023-07-26,True
1097,STM ST OR 16,2023-07-26,True
1098,STM ST OR 17,2023-07-26,True
1099,STM ST OR 18,2023-07-26,True
1100,STM ST OR Hybrid,2023-07-26,True
1101,MT Cysto,2023-07-26,True
1102,MT OR 01,2023-07-26,True
1103,MT OR 02,2023-07-26,True
1104,MT OR 03,2023-07-26,True
1105,MT OR 04,2023-07-26,True
1106,MT OR 05,2023-07-26,True
1107,MT OR 06,2023-07-26,True
1108,MT OR 07,2023-07-26,False
1109,MT OR 08,2023-07-26,True
1110,MT OR 09,2023-07-26,True
1111,MT OR 10,2023-07-26,True
1112,MT OR 11,2023-07-26,True
1113,MT OR 12,2023-07-26,True
1114,MT OR 14,2023-07-26,True
1115,MT OR 15,2023-07-26,True
1116,MT OR 16,2023-07-26,True
1117,MT OR 17,2023-07-26,False
1118,BH JRI 02,2023-07-27,True
1119,BH JRI 03,2023-07-27,True
1120,BH JRI 04,2023-07-27,True
1121,BH JRI 05,2023-07-27,True
1122,BH JRI 06,2023-07-27,True
1123,BH JRI 07,2023-07-27,True
1124,BH JRI 08,2023-07-27,True
1125,BH JRI 09,2023-07-27,True
1126,STM ST OR 01,2023-07-27,False
1127,STM ST OR 02,2023-07-27,True
1128,STM ST OR 03,2023-07-27,True
1129,STM ST OR 04,2023-07-27,True
1130,STM ST OR 05,2023-07-27,True
1131,STM ST OR 06,2023-07-27,False
1132,STM ST OR 07,2023-07-27,True
1133,STM ST OR 08,2023-07-27,True
1134,STM ST OR 09,2023-07-27,True
1135,STM ST OR 10,2023-07-27,True
1136,STM ST OR 11,2023-07-27,True
1137,STM ST OR 12,2023-07-27,True
1138,STM ST OR 14,2023-07-27,True
1139,STM ST OR 15,2023-07-27,True
1140,STM ST OR 16,2023-07-27,True
1141,STM ST OR 17,2023-07-27,True
1142,STM ST OR 18,2023-07-27,True
1143,STM ST OR Hybrid,2023-07-27,True
1144,MT Cysto,2023-07-27,True
1145,MT OR 01,2023-07-27,True
1146,MT OR 02,2023-07-27,True
1147,MT OR 03,2023-07-27,True
1148,MT OR 04,2023-07-27,True
1149,MT OR 05,2023-07-27,True
1150,MT OR 06,2023-07-27,True
1151,MT OR 07,2023-07-27,False
1152,MT OR 08,2023-07-27,True
1153,MT OR 09,2023-07-27,False
1154,MT OR 10,2023-07-27,True
1155,MT OR 11,2023-07-27,True
1156,MT OR 12,2023-07-27,True
1157,MT OR 14,2023-07-27,True
1158,MT OR 15,2023-07-27,True
1159,MT OR 16,2023-07-27,True
1160,MT OR 17,2023-07-27,True
1161,BH JRI 02,2023-07-28,False
1162,BH JRI 03,2023-07-28,False
1163,BH JRI 04,2023-07-28,False
1164,BH JRI 05,2023-07-28,False
1165,BH JRI 06,2023-07-28,False
1166,BH JRI 07,2023-07-28,False
1167,BH JRI 08,2023-07-28,False
1168,BH JRI 09,2023-07-28,False
1169,STM ST OR 01,2023-07-28,False
1170,STM ST OR 02,2023-07-28,False
1171,STM ST OR 03,2023-07-28,True
1172,STM ST OR 04,2023-07-28,True
1173,STM ST OR 05,2023-07-28,True
1174,STM ST OR 06,2023-07-28,False
1175,STM ST OR 07,2023-07-28,True
1176,STM ST OR 08,2023-07-28,True
1177,STM ST OR 09,2023-07-28,True
1178,STM ST OR 10,2023-07-28,True
1179,STM ST OR 11,2023-07-28,True
1180,STM ST OR 12,2023-07-28,False
1181,STM ST OR 14,2023-07-28,False
1182,STM ST OR 15,2023-07-28,True
1183,STM ST OR 16,2023-07-28,True
1184,STM ST OR 17,2023-07-28,True
1185,STM ST OR 18,2023-07-28,True
1186,STM ST OR Hybrid,2023-07-28,True
1187,MT Cysto,2023-07-28,True
1188,MT OR 01,2023-07-28,True
1189,MT OR 02,2023-07-28,True
1190,MT OR 03,2023-07-28,True
1191,MT OR 04,2023-07-28,True
1192,MT OR 05,2023-07-28,True
1193,MT OR 06,2023-07-28,True
1194,MT OR 07,2023-07-28,False
1195,MT OR 08,2023-07-28,True
1196,MT OR 09,2023-07-28,False
1197,MT OR 10,2023-07-28,True
1198,MT OR 11,2023-07-28,True
1199,MT OR 12,2023-07-28,True
1200,MT OR 14,2023-07-28,True
1201,MT OR 15,2023-07-28,True
1202,MT OR 16,2023-07-28,False
1203,MT OR 17,2023-07-28,False
1204,BH JRI 02,2023-07-29,False
1205,BH JRI 03,2023-07-29,False
1206,BH JRI 04,2023-07-29,False
1207,BH JRI 05,2023-07-29,False
1208,BH JRI 06,2023-07-29,False
1209,BH JRI 07,2023-07-29,False
1210,BH JRI 08,2023-07-29,False
1211,BH JRI 09,2023-07-29,False
1212,STM ST OR 01,2023-07-29,False
1213,STM ST OR 02,2023-07-29,False
1214,STM ST OR 03,2023-07-29,False
1215,STM ST OR 04,2023-07-29,False
1216,STM ST OR 05,2023-07-29,False
1217,STM ST OR 06,2023-07-29,False
1218,STM ST OR 07,2023-07-29,False
1219,STM ST OR 08,2023-07-29,False
1220,STM ST OR 09,2023-07-29,False
1221,STM ST OR 10,2023-07-29,False
1222,STM ST OR 11,2023-07-29,False
1223,STM ST OR 12,2023-07-29,False
1224,STM ST OR 14,2023-07-29,False
1225,STM ST OR 15,2023-07-29,False
1226,STM ST OR 16,2023-07-29,False
1227,STM ST OR 17,2023-07-29,False
1228,STM ST OR 18,2023-07-29,False
1229,STM ST OR Hybrid,2023-07-29,False
1230,MT Cysto,2023-07-29,False
1231,MT OR 01,2023-07-29,False
1232,MT OR 02,2023-07-29,False
1233,MT OR 03,2023-07-29,False
1234,MT OR 04,2023-07-29,False
1235,MT OR 05,2023-07-29,False
1236,MT OR 06,2023-07-29,False
1237,MT OR 07,2023-07-29,False
1238,MT OR 08,2023-07-29,False
1239,MT OR 09,2023-07-29,False
1240,MT OR 10,2023-07-29,False
1241,MT OR 11,2023-07-29,False
1242,MT OR 12,2023-07-29,False
1243,MT OR 14,2023-07-29,False
1244,MT OR 15,2023-07-29,False
1245,MT OR 16,2023-07-29,False
1246,MT OR 17,2023-07-29,False
1247,BH JRI 02,2023-07-30,False
1248,BH JRI 03,2023-07-30,False
1249,BH JRI 04,2023-07-30,False
1250,BH JRI 05,2023-07-30,False
1251,BH JRI 06,2023-07-30,False
1252,BH JRI 07,2023-07-30,False
1253,BH JRI 08,2023-07-30,False
1254,BH JRI 09,2023-07-30,False
1255,STM ST OR 01,2023-07-30,False
1256,STM ST OR 02,2023-07-30,False
1257,STM ST OR 03,2023-07-30,False
1258,STM ST OR 04,2023-07-30,False
1259,STM ST OR 05,2023-07-30,False
1260,STM ST OR 06,2023-07-30,False
1261,STM ST OR 07,2023-07-30,False
1262,STM ST OR 08,2023-07-30,False
1263,STM ST OR 09,2023-07-30,False
1264,STM ST OR 10,2023-07-30,False
1265,STM ST OR 11,2023-07-30,False
1266,STM ST OR 12,2023-07-30,False
1267,STM ST OR 14,2023-07-30,False
1268,STM ST OR 15,2023-07-30,False
1269,STM ST OR 16,2023-07-30,False
1270,STM ST OR 17,2023-07-30,False
1271,STM ST OR 18,2023-07-30,False
1272,STM ST OR Hybrid,2023-07-30,False
1273,MT Cysto,2023-07-30,False
1274,MT OR 01,2023-07-30,False
1275,MT OR 02,2023-07-30,False
1276,MT OR 03,2023-07-30,False
1277,MT OR 04,2023-07-30,False
1278,MT OR 05,2023-07-30,False
1279,MT OR 06,2023-07-30,False
1280,MT OR 07,2023-07-30,False
1281,MT OR 08,2023-07-30,False
1282,MT OR 09,2023-07-30,False
1283,MT OR 10,2023-07-30,False
1284,MT OR 11,2023-07-30,False
1285,MT OR 12,2023-07-30,False
1286,MT OR 14,2023-07-30,False
1287,MT OR 15,2023-07-30,False
1288,MT OR 16,2023-07-30,False
1289,MT OR 17,2023-07-30,False
1290,BH JRI 02,2023-07-31,True
1291,BH JRI 03,2023-07-31,True
1292,BH JRI 04,2023-07-31,True
1293,BH JRI 05,2023-07-31,True
1294,BH JRI 06,2023-07-31,False
1295,BH JRI 07,2023-07-31,False
1296,BH JRI 08,2023-07-31,True
1297,BH JRI 09,2023-07-31,True
1298,STM ST OR 01,2023-07-31,True
1299,STM ST OR 02,2023-07-31,True
1300,STM ST OR 03,2023-07-31,False
1301,STM ST OR 04,2023-07-31,True
1302,STM ST OR 05,2023-07-31,True
1303,STM ST OR 06,2023-07-31,False
1304,STM ST OR 07,2023-07-31,True
1305,STM ST OR 08,2023-07-31,True
1306,STM ST OR 09,2023-07-31,True
1307,STM ST OR 10,2023-07-31,True
1308,STM ST OR 11,2023-07-31,False
1309,STM ST OR 12,2023-07-31,True
1310,STM ST OR 14,2023-07-31,False
1311,STM ST OR 15,2023-07-31,True
1312,STM ST OR 16,2023-07-31,True
1313,STM ST OR 17,2023-07-31,True
1314,STM ST OR 18,2023-07-31,True
1315,STM ST OR Hybrid,2023-07-31,True
1316,MT Cysto,2023-07-31,True
1317,MT OR 01,2023-07-31,True
1318,MT OR 02,2023-07-31,True
1319,MT OR 03,2023-07-31,True
1320,MT OR 04,2023-07-31,True
1321,MT OR 05,2023-07-31,True
1322,MT OR 06,2023-07-31,True
1323,MT OR 07,2023-07-31,False
1324,MT OR 08,2023-07-31,True
1325,MT OR 09,2023-07-31,True
1326,MT OR 10,2023-07-31,True
1327,MT OR 11,2023-07-31,True
1328,MT OR 12,2023-07-31,True
1329,MT OR 14,2023-07-31,True
1330,MT OR 15,2023-07-31,True
1331,MT OR 16,2023-07-31,True
1332,MT OR 17,2023-07-31,True
